Time,Protocol
1.08,TCP
1.08,TCP
1.08,TCP
1.08,TCP
1.08,TCP
1.08,TCP
1.080146,TCP
1.080206,TCP
1.080216,TCP
1.080596,TCP
1.080596,TCP
1.080643,TCP
1.09682,TCP
1.09682,TCP
1.09682,SSLv2
1.09682,TCP
1.09682,TCP
1.09682,TCP
1.096875,TCP
1.097333,TCP
1.097333,TCP
1.097368,TCP
1.098233,TCP
1.098233,TCP
1.098256,TCP
1.104863,TCP
1.104863,TCP
1.104897,TCP
1.111908,TCP
1.111913,TCP
1.117759,TCP
1.117759,TLSv1.3
1.117759,TCP
1.117759,TCP
1.117759,TLSv1.3
1.117831,TCP
1.117854,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,SSLv2
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,TCP
1.137272,SSLv2
1.137272,TCP
1.13738,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,SSLv2
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,TCP
1.138257,SSLv2
1.138257,TCP
1.138257,TCP
1.138393,TCP
1.138689,TCP
1.138689,TCP
1.138726,TCP
1.166448,SSLv2
1.166448,SSLv2
1.166504,TCP
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.180887,SSLv2
1.180887,TCP
1.180887,TCP
1.180887,TLSv1.3
1.180887,TCP
1.180887,TLSv1.3
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.180887,TCP
1.181004,TCP
1.181044,TCP
1.183825,TCP
1.183825,TCP
1.183825,SSLv2
1.183825,TCP
1.183825,TCP
1.183825,TCP
1.183825,TCP
1.183825,TCP
1.183825,TCP
1.183825,TCP
1.183825,TCP
1.183825,TCP
1.183893,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,SSLv2
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,SSLv2
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188737,TCP
1.188817,TCP
1.192221,TCP
1.192221,TLSv1.3
1.192221,TLSv1.3
1.192221,TLSv1.3
1.192221,TCP
1.192296,TCP
1.192329,TCP
1.201777,TCP
1.201777,TCP
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TCP
1.201777,TCP
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TLSv1.3
1.201777,TCP
1.201777,TCP
1.201777,TCP
1.201777,TCP
1.201777,TLSv1.3
1.201777,TCP
1.201777,TCP
1.201777,TCP
1.201777,TCP
1.201777,TCP
1.201777,TCP
1.201777,TLSv1.3
1.201931,TCP
1.201962,TCP
1.201971,TCP
1.201978,TCP
1.202032,TCP
1.202032,TCP
1.202032,TLSv1.3
1.202032,TCP
1.202032,TCP
1.202032,TCP
1.202032,TCP
1.20208,TCP
1.202088,TCP
1.202096,TCP
1.203464,TLSv1.3
1.207162,TCP
1.208341,TLSv1.3
1.208409,TLSv1.3
1.211806,TCP
1.211806,TCP
1.211806,TCP
1.211806,TCP
